word,weight
বাংলাদেশ,0.0004294170915344969
উত্তোলনে,0.00042941709153449594
ব্যাংকের,0.0004286770863006009
মাটি,0.0004286770863005998
প্রতিবেদন,0.00042794514459408984
নিষেধাজ্ঞা,0.0004279451445940888
ঋণগ্রহীতা,0.0004273618821506299
বাধা,0.00042736188215062893
ভোলায়,0.0004272211944446177
আয়োজনে,0.0004272211944446168
অজানা,0.0004265051643604847
অনুষ্ঠান,0.0004265051643604837
রোগে,0.0004257969833419803
রমজানের,0.0004257969833419793
আমানত,0.0004253048260661086
দেয়ায়,0.00042530482606610755
২৯,0.0004250965808921784
ঢাবিতে,0.0004250965808921775
শিক্ষার্থী,0.0004244038870254573
১৪,0.0004244038870254563
হাসপাতালে,0.00042371883227399247
নিহত,0.0004237188322739914
কমছে,0.0004232459019731808
ড্রেজার,0.0004232459019731798
আতঙ্কে,0.00042304134769244236
দুর্ঘটনায়,0.00042304134769244133
অভিভাবক,0.00042237136486102664
বাস,0.00042237136486102567
শিক্ষকরা,0.0004217088158871734
টানেলে,0.00042170881588717235
প্রভাবে,0.0004211850882956728
ব্যবসায়ীর,0.0004211850882956717
অবন্তিকার,0.00042105363340589675
এক্সপ্রেসওয়ের,0.0004210536334058956
স্ট্যাটাস,0.00042040575057904905
চীনে,0.00042040575057904786
শিক্ষার্থীদের,0.0004197651010935752
পররাষ্ট্রমন্ত্রী,0.00041976510109357405
এমনিতেও,0.0004191316191588877
মেরে,0.00041913161915888654
জালজালিয়াতির,0.00041912236318390734
হামলা,0.00041912236318390625
কখনো,0.0004185052395034652
ঘাপটি,0.0004185052395034641
মূল্য,0.00041788589737076987
কুশীলবরা,0.0004178858973707689
প্রক্টর,0.0004172735285145678
ইলেভেনের,0.0004172735285145668
প্রতিষ্ঠানে,0.00041705770450949407
আহত,0.00041705770450949304
অফিসে,0.00041666806919372803
ওয়ান,0.000416668069193727
সংবাদ,0.0004160694561665703
সাকিব,0.00041606945616656934
সম্মেলনে,0.00041547762668482164
উজ্জল,0.0004154776266848207
আর্থিক,0.0004149910898599868
২,0.00041499108985998585
মেজর,0.0004148925184872374
হাতে,0.0004148925184872364
হাফিজ,0.000414314069792938
বল,0.00041431406979293705
জনগণের,0.00041374221929450447
তামিম,0.00041374221929450344
দৃষ্টি,0.0004131769061508733
হাতে,0.0004131769061508723
পরিদর্শন,0.0004129224965334046
গাজীপুর,0.00041292249653340356
ঘুরাতেই,0.00041261806998006814
ব্যাট,0.0004126180699800672
বিএনএম,0.00041206565085179957
উদ্দিন,0.00041206565085179865
সৃষ্টির,0.00041151958927996125
হেলাল,0.0004115195892799603
কাল্পনিক,0.00041097982621505076
প্রতিষ্ঠার,0.00041097982621504973
কয়রা,0.0004108519015326111
অপহৃত,0.0004108519015326101
কাহিনী,0.0004104463030365366
বিধান,0.00041044630303653566
ইফতারের,0.0004099189615451929
কুরআনের,0.0004099189615451918
সময়,0.00040939774395542036
রাষ্ট্রে,0.00040939774395541933
রোজাদারের,0.0004088825928875698
সমাজ,0.0004088825928875688
উপকূলীয়,0.000408779281559549
প্রবাসীকে,0.0004087792815595481
আনন্দ,0.0004083734513602837
রেখেছে,0.0004083734513602826
নির্বাচন,0.000407870262782868
বন্ধ,0.00040787026278286704
ছাড়া,0.0004073729709477066
দোকান,0.0004073729709477057
বিএনপিকে,0.00040688152002272795
ব্যবসায়ীরা,0.00040688152002272697
ভিক্টোরিয়ার,0.00040670461300932367
নরসিংদী,0.0004067046130093227
ক্ষমতায়,0.0004063958545439337
নির্ধারণে,0.00040639585454393273
বসাবে,0.0004059159194079966
টাকা,0.00040591591940799567
ওবায়দুল,0.00040544165986493503
৬৫০,0.0004054416598649341
কাদের,0.00040497302151086995
মূল,0.000404973021510869
রাজকন্যা,0.00040462787196413145
শেকলে,0.00040462787196413047
গুগলের,0.0004045099502808695
গোস্তের,0.0004045099502808686
এআই,0.0004040523924418862
গরুর,0.0004040523924418852
মডেল,0.00040360029458578935
সাভারে,0.0004036002945857883
সিমা,0.00040315360362249775
কেনেডি,0.0004031536036224966
বাংলাদেশের,0.0004027122667732129
এফ,0.0004027122667732118
সুইডেনের,0.00040254903418702803
বাঁধা,0.0004025490341870271
অনলাইন,0.00040227623156375794
গ্রেফতার,0.0004022762315637569
ট্রাভেল,0.0004018454458180209
হিটলারকে,0.00040184544581801983
মার্কেটপ্লেস,0.00040141985765150594
এডলফ,0.000401419857651505
বাহাজা,0.00040099941546499257
আলু,0.00040099941546499154
ডটকম,0.00040058406793830326
টন,0.00040058406793830217
বাংলাদেশ,0.0004004680751155308
অবস্থায়,0.00040046807511552986
আইএসপিএবি’র,0.000400173764024181
৩০০,0.0004001737640241799
মেয়াদের,0.0003997684529422754
এলো,0.0003997684529422743
সভাপতি,0.0003993680841732385
ভারত,0.0003993680841732373
ইমদাদুল,0.00039897260745292936
ক্যান্সেল,0.00039897260745292833
মহাসচিব,0.00039858197276672715
চাকরি,0.000398581972766726
শীর্ষে,0.00039838496985505017
উদ্ধার,0.0003983849698550492
নাজমুল,0.0003981961303439512
ছাত্রলীগ,0.00039819613034395006
শিক্ষা,0.0003978150306523895
হুঁশিয়ারি,0.0003978150306523885
বঞ্চিত,0.0003974386243929323
রেজিস্ট্রারকে,0.00039743862439293114
শিশুরা,0.00039706686249431003
চবি,0.00039706686249430906
শিক্ষা,0.00039669969610793733
গড়ছে,0.00039669969610793635
নমুনা,0.00039633707660285706
পাহাড়,0.000396337076602856
বিশ্বের,0.0003962996931721439
৩,0.00039629969317214297
ডাকাত,0.00039597895556078773
সম্পদের,0.00039597895556078665
সন্দেহে,0.0003956252847712701
বিদেশে,0.000395625284771269
পিটিয়ে,0.0003952760162269123
লুট,0.0003952760162269113
মানুষ,0.00039493110211873296
নেতারা,0.000394931102118732
হত্যা,0.00039459049483159904
লীগ,0.000394590494831598
দুর্বিষহ,0.0003942541469397583
আওয়ামী,0.00039425414693975726
দূষণে,0.00039421221948758887
ভাই,0.00039421221948758795
মানুষ,0.00039392201120246474
পায়,0.00039392201120246376
আইন,0.0003935940405596946
খেতে,0.00039359404055969366
হাতে,0.00039327018812795227
মানুষ,0.0003932701881279513
নিচ্ছে,0.00039295040719616387
দেশের,0.0003929504071961629
বিপদাপদে,0.00039263465122165765
ইশরাক,0.0003926346512216566
মুমিনের,0.00039232287382622846
প্রস্তুতি,0.00039232287382622743
সালে,0.0003921225228692637
বোন,0.00039212252286926276
করণীয়,0.0003920150287922859
প্রতিদানের,0.0003920150287922849
রুহের,0.00039171107005908434
ঋণের,0.00039171107005908336
ব্যাধির,0.0003914109517190324
জনগণের,0.0003914109517190314
সঠিক,0.0003911146280140809
মজনু,0.00039111462801408005
পরিচর্যা,0.00039082205333218885
নির্যাতন,0.00039082205333218793
হাদিসের,0.0003905331822038631
জেলে,0.0003905331822038621
কথা,0.0003902479692987731
খুন,0.0003902479692987722
২০২৩,0.0003900305770248356
গ্রেফতার,0.0003900305770248347
প্রশ্নোত্তর,0.00038996769060291005
গুম,0.00038996769060290913
আল,0.00038969226960485566
সরকার,0.00038969226960485474
কুরআনের,0.0003894216315927143
বললেই,0.0003894216315927134
বাণী,0.0003891557035914481
কথা,0.00038915570359144717
ইফতারিতে,0.0003888944143030847
আব্বাস,0.00038889441430308374
খেজুরের,0.000388637694049635
মির্জা,0.00038863769404963395
উপকারিতা,0.0003883854747185679
রয়েছে,0.00038838547471856685
রোজায়,0.0003881376897107033
অবস্থায়,0.0003881376897107023
অভিযোগ,0.0003879363552942454
ইয়েভমেনভের,0.0003879363552942445
ডায়াবেটিস,0.0003878942738903878
ত্রিশঙ্কু,0.0003878942738903867
ইতিহাসে,0.00038765516353783197
জনগণ,0.00038765516353783094
অজানা,0.0003874202963034926
দেশের,0.00038742029630349164
অ্যান্টিবায়োটিক,0.0003871896111643913
৪,0.0003871896111643903
উ,0.0003869630483822682
দগ্ধ,0.0003869630483822672
জ,0.00038674054946347553
আগুন,0.00038674054946347456
বে,0.0003865220571205215
সিলিন্ডার,0.0003865220571205205
স্তা,0.0003863075152351807
রেস্তোরাঁর,0.0003863075152351797
নে,0.0003860968688230923
মালিবাগে,0.0003860968688230912
রূ,0.0003858900639997711
রহমান,0.00038589006399977
দুর্নীতির,0.0003858398306419835
পরিবর্তে,0.00038583983064198257
প,0.0003856870479479632
শফিকুর,0.0003856870479479621
ক,0.00038548776888627876
ডা.,0.0003854877688862776
থা,0.00038529217603904117
প্রতিষ্ঠা,0.00038529217603904014
মৎস্য,0.00038510021960729473
ইনসাফ,0.00038510021960729365
কুমার,0.00038491185074091374
সমাজে,0.0003849118507409127
ওমব্যাট,0.000384727021511764
গঠনের,0.00038472702151176304
স্মরণ,0.000384545684887865
জাতি,0.000384545684887864
সাহিত্যিক,0.00038436779470850873
স্বনির্ভর,0.0003843677947085077
কাজী,0.0003841933056602898
রেলওয়ে,0.00038419330566028876
ইমদাদুল,0.00038402217325400617
স্পিড,0.00038402217325400514
হক,0.0003838543538023918
হাই,0.00038385435380239075
অনিয়ম,0.0003837409756491487
মোইসিয়েভকে,0.0003837409756491479
ইসরাইল,0.0003836898043986428
হারামাইন,0.0003836898043986418
ব্যতীত,0.0003835284828957039
সৌদি,0.0003835284828957028
শব্দদ্বয়,0.0003833703478862798
প্রস্তুত,0.00038337034788627877
কোথায়,0.00038321535868354235
পরিবহনে,0.0003832153586835413
সময়,0.0003830634753025013
যাত্রী,0.00038306347530250027
অসময়,0.00038291465844201195
মিলিয়নের,0.00038291465844201086
হামাসের,0.00038276886946739193
৩,0.0003827688694673909
যুদ্ধে,0.000382626070393622
দশমিক,0.00038262607039362095
হেরেছে,0.00038248622386910617
১,0.00038248622386910514
ইসরাইল,0.0003823492931599684
৪,0.00038234929315996737
অরুনাচল,0.00038221524213486385
দগ্ধ,0.0003822152421348628
চীনের,0.0003820840352502833
বিস্ফোরণে,0.0003820840352502823
দাবি,0.00038195563753633217
সিলিন্ডার,0.00038195563753633114
অযৌক্তিক,0.00038183001458296325
রেস্তোরাঁয়,0.00038183001458296217
ভারত,0.00038170713252664716
মালিবাগে,0.000381707132526646
কেনায়,0.000381639762505284
নৌপ্রধান,0.00038163976250528317
সিরিয়ার,0.00038158695803746176
ফাঁস,0.00038158695803746056
সামরিক,0.0003814694583065851
রহস্য,0.0003814694583065839
অবকাঠামোতে,0.00038135460103417613
অডিওকলের,0.000381354601034175
হামলা,0.00038124235441762785
মেরাজের,0.00038124235441762666
ইসরাইলের,0.00038113268714017886
তামিম,0.0003811326871401776
হাইতির,0.0003810255683598702
জাপা,0.00038102556835986894
রাজধানীতে,0.00038092096769883413
আন্দোলনে,0.0003809209676988329
১০,0.0003808188552329025
দাবিতে,0.0003808188552329012
খুন,0.00038071920148152256
বাস্তবায়নের,0.00038071920148152126
মলদোভা,0.00038062197739796995
সরকার,0.0003806219773979686
রুশ,0.0003805271543598466
প্রাদেশিক,0.0003805271543598452
কূটনীতিক,0.0003804347041598546
পরিকল্পিত,0.0003804347041598531
বহিষ্কার,0.000380344598996835
এরশাদের,0.0003803445989968336
চীনে,0.00038025681146706307
সিরিজ,0.00038025681146706177
৯,0.00038017131455579027
