id,website_id,title,T2_S_score,T2_rank
20616415,2268,আবগারি দুর্নীতি মামলায় গ্রেফতার দিল্লির মুখ্যমন্ত্রী অরবিন্দ কেজরিওয়াল,84.61538462,1.0
20606926,2268,নারী ফুটবলের জন্য পররাষ্ট্র মন্ত্রণালয়ে বাফুফে’র চিঠি,84.61538462,1.0
20606904,2268,সরকারি যাকাত ফান্ডে যাকাত প্রদানে লালমোহনে সেমিনার,84.61538462,1.0
20606905,2268,কৃষি ব্যাংকে দালালের দৌরাত্ম্য,84.61538462,1.0
20606906,2268,কিশোরগঞ্জে মহিলা পরিষদের প্রতিবাদ সমাবেশ,84.61538462,1.0
20606908,2268,কারাগারে জবি শিক্ষার্থী আম্মান সিদ্দিকী,84.61538462,1.0
20606909,2268,তিক্ত অভিজ্ঞতা,84.61538462,1.0
20606910,2268,বিএনপি নেতা আমানের জামিন,84.61538462,1.0
20606911,2268,২৫শে মার্চ নয়াপল্টনে সমাবেশ করতে চায় মুক্তিযোদ্ধা দল,84.61538462,1.0
20606912,2268,কঠিন শর্তে মেডিকেলে বিদেশি শিক্ষার্থী কমছে সংকুচিত হচ্ছে বৈদেশিক মুদ্রা আয়,84.61538462,1.0
20606914,2268,বিএনপি নেতারা নেতৃত্বের ব্যর্থতা ঢাকার চেষ্টা করছে,84.61538462,1.0
20606917,2268,ক্যারিয়ার সেরা র‌্যাঙ্কিংয়ে শান্ত-শরিফুল,84.61538462,1.0
20606918,2268,ফিলিস্তিনের বিপক্ষে দলীয় ঐক্যই শক্তি বাংলাদেশের,84.61538462,1.0
20606921,2268,উজ্জ্বল প্রত্যাবর্তন সাকিবের ম্যাচ জেতানো ফিফটি তামিমের,84.61538462,1.0
20606922,2268,৭ রানে ৫ উইকেট তানভীরের,84.61538462,1.0
20606924,2268,বাংলাদেশ ‘নারী-পুরুষ’ দলে বৈষম্য চান না অ্যালিসা,84.61538462,1.0
20606928,2268,হকি লীগে কষ্টার্জিত জয় মেরিনার্সের,84.61538462,1.0
20606901,2268,লালমোহনে ব্যবসায়ীদের সতর্ক করলেন ইউএনও,84.61538462,1.0
20606929,2268,"আবারো চোট, মৌসুম শেষ কোর্তোয়ার",84.61538462,1.0
20606931,2268,মুকসুদপুরে একই পরিবারের ৪ নারীসহ নিহত ৫,84.61538462,1.0
20606932,2268,মাথিউড়া চা বাগানে শ্রমিকদের কর্মবিরতি,84.61538462,1.0
20606933,2268,গাঁজায় ভাসছে চুনারুঘাট,84.61538462,1.0
20606934,2268,সাবেক ইউপি চেয়ারম্যান রাজা মিয়ার স্মরণসভা,84.61538462,1.0
20606936,2268,সড়ক দুর্ঘটনায় ব্যাংক কর্মকর্তাসহ নিহত ২,84.61538462,1.0
20606937,2268,হাতিয়ার মানুষের জীবনযাত্রার উন্নয়নে কাজ করবেন সুইডেনের রাজকন্যা,84.61538462,1.0
20606940,2268,গৃহবধূকে গণধর্ষণ গ্রেপ্তার ৩,84.61538462,1.0
20606942,2268,বাউবি’র ঢাকা কেন্দ্রে বঙ্গবন্ধুর ম্যুরাল উদ্বোধন,84.61538462,1.0
20606943,2268,মুরাদনগরের ইউপি চেয়ারম্যান সাময়িক বরখাস্ত,84.61538462,1.0
20606945,2268,টঙ্গীতে পানির ১৪ হাজার গ্রাহকের বকেয়া বিল ৩৮ কোটি টাকা,84.61538462,1.0
20606946,2268,কালাইয়ে পানির সেচ মূল্য বৃদ্ধিতে বিপাকে চাষিরা,84.61538462,1.0
20606948,2268,আশুলিয়ায় ডাকাতির সময় আন্তঃজেলা ডাকাতদলের ৬ সদস্য গ্রেপ্তার,84.61538462,1.0
20606949,2268,‘ওয়ার্ল্ড ওরাল হেলথ ডে’ উপলক্ষে  রংপুরে ‘ওরাল হেলথ অ্যান্ড হাইজিন’-এর পৃষ্ঠা উন্মোচন,84.61538462,1.0
20606903,2268,হাটহাজারীতে অসহায় মহিলাদের মাঝে সেলাই মেশিন বিতরণ,84.61538462,1.0
20606900,2268,মীরসরাইয়ে রাস্তা বন্ধ করায় অবরুদ্ধ ৬ পরিবার,84.61538462,1.0
20606953,2268,রংপুরে জুয়া খেলাকে কেন্দ্র করে বিরোধের জেরে হত্যাকাণ্ডের ঘটনায় ৩ আসামি গ্রেপ্তার,84.61538462,1.0
20606882,2268,গ্যাস সংকটে ধুঁকছে শিল্প,84.61538462,1.0
20606868,2268,আহাদ মিয়ার ৫ম মৃত্যুবার্ষিকী আজ,84.61538462,1.0
20606869,2268,রহস্যের জট খুলবেন বাঁধন,84.61538462,1.0
20606870,2268,ঈদে নওশাবার ‘মেঘনা কন্যা’,84.61538462,1.0
20606871,2268,দীপিকার নতুন সিদ্ধান্ত,84.61538462,1.0
20606872,2268,পবিত্র কোরআন পড়ে মুগ্ধ উইল স্মিথ,84.61538462,1.0
20606873,2268,রমজান জুড়ে মৌসুমী মৌ,84.61538462,1.0
20606874,2268,গুরুতর অসুস্থ লিলি চক্রবর্তী,84.61538462,1.0
20606875,2268,১৩ বছর বয়সে হেনস্তার শিকার,84.61538462,1.0
20606876,2268,"রিয়াল চুক্তি নবায়ন করবে, বিশ্বাস ক্রুসের",84.61538462,1.0
20606877,2268,ফ্রান্স দলে নেই গ্রিজম্যান থামছে রেকর্ড যাত্রা,84.61538462,1.0
20606878,2268,জার্সি খুললে হলুদ কার্ড দেখানো বন্ধের দাবি ব্রুনো ফার্নান্দেজের,84.61538462,1.0
20606879,2268,ফখরুলের সংগ্রহশালায় ১৩০ দেশের মুদ্রা,84.61538462,1.0
20606880,2268,৯ মাসে ববিতে ৩ শিক্ষার্থীর আত্মহত্যা,84.61538462,1.0
20606881,2268,বাংলাদেশি কূটনীতিককে গ্রহণ করছে না বাহরাইন,84.61538462,1.0
20606883,2268,ভারতীয় পণ্য বর্জন আন্দোলনে বিএনপি’র সংহতি,84.61538462,1.0
20606899,2268,‘ক্ষমতাসীনরা সিন্ডিকেট করে দ্রব্যমূল্য বাড়িয়েছে’,84.61538462,1.0
20606884,2268,বঙ্গভবনে অভিযোগ তদন্তে ডিবি,84.61538462,1.0
