id,website_id,title,T2_S_score,T2_rank
20051532,2276,আজ টিভিতে যা দেখবেন (১২ মার্চ ২০২৪),100.0,1.0
20051883,2281,গাজায় ৯ হাজার নারীকে হত্যা করা হয়েছে,94.87179487,2.0
20051855,2281,রোজা রাখা কি স্বাস্থ্যের জন্য ভালো?,94.87179487,2.0
20051882,2281,রমজান উপলক্ষ্যে বিশ্ব মুসলিমকে যে বার্তা দিলেন এরদোগান,94.87179487,2.0
20051881,2281,"প্রেমিকার সঙ্গে বাগদানের সময় মৃত্যুর কোলে ঢলে পড়লেন যুবক, অতঃপর...",94.87179487,2.0
20051880,2281,অগ্নি-৫ ক্ষেপণাস্ত্রের সফল পরীক্ষা চালাল ভারত,94.87179487,2.0
20051879,2281,আত্মাহুতি দেওয়া সেই মার্কিন সেনার নামে সড়ক নামকরণ করল ফিলিস্তিন,94.87179487,2.0
20051878,2281,"ইয়েমেনে যুক্তরাষ্ট্র-যুক্তরাজ্যের বিমান হামলা, নিহত ১১",94.87179487,2.0
20051877,2281,হাইতির প্রধানমন্ত্রীর পদত্যাগ,94.87179487,2.0
20051876,2281,পাকিস্তানের নতুন পররাষ্ট্রমন্ত্রী কে এই ইসহাক দার,94.87179487,2.0
20051875,2281,রমজান মাসে হাজারো পণ্যের দাম কমেছে আরব আমিরাতে,94.87179487,2.0
20051874,2281,আবার মা হয়েছেন মৌসুমী,94.87179487,2.0
20051873,2281,শাকিবের সঙ্গে কাটানো যে স্মৃতিতে ভাসলেন বুবলী,94.87179487,2.0
20051872,2281,আমার ব্যক্তিগত জীবন নিয়ে খুঁচিয়ে লাভ নেই: তাপসী,94.87179487,2.0
20051870,2281,‘আপনারা কি আমাকে চেনেন? কী নাম আমার?’,94.87179487,2.0
20051869,2281,লোকসভা নির্বাচনের টিকিট না পেয়ে যা বললেন নুসরাত,94.87179487,2.0
20051851,2281,"নির্বাচন নিয়ে সরকারের কাছে কী দাবি ছিল বিএনপির, জানালেন মঈন খান",94.87179487,2.0
20051885,2281,গাজাবাসীর অনুপ্রেরণায় ইসলাম গ্রহণ করলেন মার্কিন লেখক শন কিং,94.87179487,2.0
20051848,2281,রমজানে নেতাকর্মীদের উদ্দেশ্যে ৮ নির্দেশনা দিল ছাত্রলীগ,94.87179487,2.0
20051833,2281,সুদ-আসল দুটোই হারানোর শঙ্কা,94.87179487,2.0
20051832,2281,এডিপি থেকে বাদ যাচ্ছে ১৮ হাজার কোটি টাকা,94.87179487,2.0
