id,website_id,title,T2_S_score,T2_rank
20570047,2268,‘সরকার জনগণের বিরুদ্ধে অবস্থান নিয়েছে’,84.61538462,1.0
20563777,2268,গ্রেপ্তার এলভিশ যাদব,84.61538462,1.0
20563762,2268,সিদ্ধিরগঞ্জে বকেয়া বেতনের দাবিতে সড়ক অবরোধ করে শ্রমিকদের বিক্ষোভ,84.61538462,1.0
20563763,2268,রক্তপাত নাকি শান্তি কোন পথে ট্রাম্প!,84.61538462,1.0
20563765,2268,পাকুন্দিয়ায় আশা’র ফ্রি মেডিকেল ক্যাম্প,84.61538462,1.0
20563766,2268,"সালথায় আওয়ামী লীগের দু’গ্রুপে সংঘর্ষ, আহত ২০",84.61538462,1.0
20563767,2268,ত্রিশালে ৩ পুলিশ কর্মকর্তার ওপর হামলা আসামি ছিনতাই,84.61538462,1.0
20563768,2268,দুর্গাপুরে ৩৪০ বস্তা ভারতীয় চোরাই চিনি জব্দ,84.61538462,1.0
20563769,2268,আলোচনায় রশিদ খানের ‘নো-লুক শট’ ছক্কা,84.61538462,1.0
20563770,2268,যে কারণে নিপুণের প্যানেলে সভাপতি মাহমুদ কলি,84.61538462,1.0
20563771,2268,ক্ষোভ ঝাড়লেন মালেক আফসারী,84.61538462,1.0
20563772,2268,সুখবর দিলেন লিজা,84.61538462,1.0
20563773,2268,সমালোচনার মুখে সোহিনী,84.61538462,1.0
20563774,2268,১৫ বছর পর,84.61538462,1.0
20563775,2268,সুহানার ভিডিও ভাইরাল,84.61538462,1.0
20563776,2268,লন্ডনে সড়ক দুর্ঘটনায় বাংলাদেশি নির্মাতার মৃত্যু,84.61538462,1.0
20563778,2268,আজকের আওয়ামী লীগের নেতাকর্মীরা বঙ্গবন্ধুর আদর্শ মানেন না: ওবায়দুল কাদের,84.61538462,1.0
20563760,2268,ওসমানীর সাদেক ৩ দিনের রিমান্ডে,84.61538462,1.0
20563779,2268,"লড়াই অব্যাহত থাকবে, বিজয় হবেই",84.61538462,1.0
20563780,2268,সন্ত্রাসী কায়দায় অভিযান চলছে,84.61538462,1.0
20563781,2268,ক্যাম্পাসে অনুমতি দেয়নি কর্তৃপক্ষ মূল ফটকের বাইরে শিক্ষার্থীদের ইফতার,84.61538462,1.0
20563782,2268,হাতিয়ায় প্রধান শিক্ষকের দাপটে অভিভাবকরা অসহায়,84.61538462,1.0
20563783,2268,বঙ্গবন্ধুর দেখানো পথে হাঁটছি আমরা- বাউবি উপাচার্য,84.61538462,1.0
20563784,2268,"রাজশাহীতে গাড়ি আটকে চালককে মারধর, ৩ চাঁদাবাজ গ্রেপ্তার",84.61538462,1.0
20563785,2268,বাগেরহাট যুবদলের সাবেক সভাপতিসহ ১৩ নেতাকর্মী কারাগারে,84.61538462,1.0
20563786,2268,মাদারগঞ্জে সমবায় সমিতির গ্রাহকদের মানববন্ধন,84.61538462,1.0
20563787,2268,"টেকনাফে ইয়াবা উদ্ধার, গ্রেপ্তার ৪",84.61538462,1.0
20563788,2268,শতকষ্টেও পেশা বদলাননি তাজু,84.61538462,1.0
20563789,2268,শ্রীমঙ্গলে সাব-রেজিস্ট্রারের বিরুদ্ধে দুর্নীতির অভিযোগ দলিল লেখকদের কর্মবিরতি,84.61538462,1.0
20563790,2268,শ্যামনগরে বনরক্ষীদের ওপর হামলা,84.61538462,1.0
20563791,2268,ওসমানীনগরে দু’দিন ধরে মাংসের দোকান বন্ধ,84.61538462,1.0
20563792,2268,সোনাইমুড়ীতে পুলিশের বিরুদ্ধে দায়িত্ব অবহেলার অভিযোগ,84.61538462,1.0
