id,title,body_len,T3_rank,T3_S_scale,T3_S_score
20579042,"

ঈদে ট্রেন্ডজ-এর রকমারি সব কালেকশন
",434,75.0,0.1827050997782705,18.27050997782705
20573943,সালাম মুর্শেদীর দখলে থাকা গুলশানের বাড়ি তিন মাসের মধ্যে সরকারের কাছে হস্তান্তরের নির্দেশ,425,76.0,0.1787139689578714,17.87139689578714
20573781,"

২০২৩ সালে দূষণে বিশ্বের শীর্ষে ছিল বাংলাদেশ
",424,77.0,0.17827050997782706,17.827050997782706
20600823,"

জাতির ক্রান্তিকালে আলেম সমাজকেই কান্ডারির ভূমিকা পালন করতে হবে-ড. মুহাম্মদ রেজাউল করিম
",423,78.0,0.1778270509977827,17.78270509977827
20573888,"
	জলাবদ্ধতা ও যানজটে নাকাল  
হঠাৎ বৃষ্টিতে ভোগান্তিতে রাজধানীবাসী
",423,78.0,0.1778270509977827,17.78270509977827
20601961,"

‘এরশাদের পরিকল্পিত প্রাদেশিক সরকার বাস্তবায়নের দাবিতে আন্দোলনে যাবে জাপা’
",415,80.0,0.17427937915742794,17.427937915742795
20601951,"

কিশোরগঞ্জে বেগুনের কেজি ১ টাকা ২৫ পয়সা, কেনার লোক নেই
",413,81.0,0.17339246119733925,17.339246119733925
20573886,"
	স্থায়ী কমিটির বৈঠক   
ঢাকায় মুক্তিযোদ্ধা সমাবেশ করবে বিএনপি
",412,82.0,0.1729490022172949,17.29490022172949
20573776,"

সালাম মুর্শেদীর গুলশানের সেই বাড়ি সরকারের কাছে হস্তান্তরের নির্দেশ
",411,83.0,0.17250554323725056,17.250554323725055
20573884,"

 ৮ টাকার ঘুমের ইনজেকশন দিয়ে তৈরি হচ্ছে ৬০০ টাকার পেথিড্রিন
",408,84.0,0.17117516629711751,17.11751662971175
20573978,শ্রীমঙ্গলে দ্বিতীয় দিনেও কর্মবিরতিতে দলিল লেখকরা,407,85.0,0.17073170731707318,17.073170731707318
20579263,নিউজিল্যান্ডের ফ্লাইট থেকে নামিয়ে দেয়া হলো দুই নারীকে,398,86.0,0.16674057649667406,16.674057649667407
20573806,"

 ‘ইসরাইল ব্যতীত’ শব্দদ্বয় কোথায়?
",395,87.0,0.16541019955654102,16.5410199556541
20573940,সড়কে যানজট বৃষ্টিতে ভোগান্তি,395,87.0,0.16541019955654102,16.5410199556541
20573892,"

‘ইসরাইল ব্যতীত’ শব্দদ্বয় কোথায়?
",395,87.0,0.16541019955654102,16.5410199556541
20573966,"ফেনীতে সাধারণ শিক্ষার্থীদের গণইফতারে ছাত্রলীগের হামলা, আহত ৮",394,90.0,0.16496674057649668,16.496674057649667
20597763,"

নির্বাচনে জিতলেও ন্যাটো ছাড়বেন না ট্রাম্প
",394,90.0,0.16496674057649668,16.496674057649667
20573792,"
শিক্ষা থেকে বঞ্চিত শিশুরা 
‘শিক্ষা সবার জন্য নমুনা!’
",386,92.0,0.1614190687361419,16.14190687361419
20573996,আওয়ামী লীগের সদস্য হয়ে সাকিব এমপি হয়েছেন,385,93.0,0.16097560975609757,16.097560975609756
20601944,"

সরকারি চাকরিতে ঢুকলেই পেনশন স্কিম বাধ্যতামূলক
",381,94.0,0.15920177383592019,15.92017738359202
20587807,"

কুবিতে প্রশাসনের অনিয়মের প্রতিবাদে ৪ আবাসিক শিক্ষকের পদত্যাগ
",380,95.0,0.15875831485587583,15.875831485587582
20573885,"
	সংশোধিত নাগরিকত্ব আইন নিয়ে শুনানি শুরু 
মোদি সরকারকে তিন সপ্তাহের মধ্যে জবাব দেয়ার নির্দেশ
",379,96.0,0.1583148558758315,15.831485587583149
20576760,"

এক মাসে ১৪৪টি স্বাভাবিক প্রসবে রেকর্ড ইসলামপুর উপজেলা স্বাস্থ্য কমপ্লেক্সে
",379,96.0,0.1583148558758315,15.831485587583149
20604073,"

২৩৭ কোটি টাকার মসুর ডাল ও চিনি কিনবে সরকার
",378,98.0,0.15787139689578714,15.787139689578714
20604076,"

জবি শিক্ষার্থী মীমের নিরাপত্তায় ব্যবস্থা নেবে ডিবি
",377,99.0,0.1574279379157428,15.74279379157428
20603722,"

সমাজ ও রাষ্ট্রে কুরআনের বিধান প্রতিষ্ঠার করতে হবে : হেলাল উদ্দিন
",376,100.0,0.15698447893569845,15.698447893569845
20573828,"

বেপরোয়াভাবে পাচার হচ্ছে কাপ্তাই পাল্পউড বাগানের কাঠ
",375,101.0,0.15654101995565411,15.654101995565412
20573918,সিলেটের জৈন্তা গেটে দিনভর সড়ক অবরোধ,372,102.0,0.15521064301552107,15.521064301552107
20573994,ব্রাহ্মণবাড়িয়ার ২ দিন ধরে বন্ধ মাংস বিক্রি,370,103.0,0.15432372505543238,15.432372505543238
